STATISTIC Label,Quarter,Garda Region,Type of Offence,UNIT,VALUE
Recorded crime incidents,2011Q1,20 North Western Region,Theft and related offences,Number,2449
Recorded crime incidents,2011Q1,20 North Western Region,Theft/taking of vehicle and related offences,Number,358
Recorded crime incidents,2011Q1,20 North Western Region,Theft from person,Number,32
Recorded crime incidents,2011Q1,20 North Western Region,Theft from shop,Number,610
Recorded crime incidents,2011Q1,20 North Western Region,"Other thefts, handling stolen property",Number,1449
Recorded crime incidents,2011Q1,20 North Western Region,"Fraud, deception and related offences",Number,291
Recorded crime incidents,2011Q1,20 North Western Region,Controlled drug offences,Number,507
Recorded crime incidents,2011Q1,20 North Western Region,Importation of drugs,Number,0
Recorded crime incidents,2011Q1,20 North Western Region,Cultivation or manufacture of drugs,Number,23
Recorded crime incidents,2011Q1,20 North Western Region,Possession of drugs for sale or supply,Number,94
Recorded crime incidents,2011Q1,20 North Western Region,Possession of drugs for personal use,Number,377
Recorded crime incidents,2011Q1,20 North Western Region,Other drug offences,Number,13
Recorded crime incidents,2011Q1,20 North Western Region,Weapons and Explosives Offences,Number,104
Recorded crime incidents,2011Q1,20 North Western Region,"Explosives, chemical weapons offences",Number,3
Recorded crime incidents,2011Q1,20 North Western Region,Discharging a firearm,Number,6
Recorded crime incidents,2011Q1,20 North Western Region,Possession of a firearm,Number,9
Recorded crime incidents,2011Q1,20 North Western Region,Offensive weapons offences (n.e.c.),Number,82
Recorded crime incidents,2011Q1,20 North Western Region,Fireworks offences,Number,4
Recorded crime incidents,2011Q1,20 North Western Region,Damage to property and to the environment,Number,1458
Recorded crime incidents,2011Q1,20 North Western Region,Arson,Number,101
Recorded crime incidents,2011Q1,20 North Western Region,Criminal damage (not arson),Number,1338
Recorded crime incidents,2011Q1,20 North Western Region,Litter offences,Number,19
Recorded crime incidents,2011Q1,20 North Western Region,Public order and other social code offences,Number,2538
Recorded crime incidents,2011Q1,20 North Western Region,Disorderly conduct,Number,2257
Recorded crime incidents,2011Q1,20 North Western Region,Trespass offences,Number,134
Recorded crime incidents,2011Q1,20 North Western Region,Liquor licensing offences,Number,127
Recorded crime incidents,2011Q1,20 North Western Region,Prostitution offences,Number,3
Recorded crime incidents,2011Q1,20 North Western Region,"Regulated betting/money, collection/trading offences",Number,9
Recorded crime incidents,2011Q1,20 North Western Region,Social code offences (n.e.c.),Number,8
Recorded crime incidents,2011Q1,20 North Western Region,"Offences against government, justice procedures and organisation of crime",Number,292
Recorded crime incidents,2011Q1,20 North Western Region,Offences against government and its agents,Number,21
Recorded crime incidents,2011Q1,20 North Western Region,Organisation of crime and conspiracy to commit crime,Number,0
Recorded crime incidents,2011Q1,20 North Western Region,Perverting the course of justice,Number,10
Recorded crime incidents,2011Q1,20 North Western Region,"Offences while in custody, breach of court orders",Number,261
Recorded crime incidents,2011Q1,30 Eastern Region,Homicide offences,Number,4
Recorded crime incidents,2011Q1,30 Eastern Region,Murder,Number,1
Recorded crime incidents,2011Q1,30 Eastern Region,Manslaughter,Number,1
Recorded crime incidents,2011Q1,30 Eastern Region,Infanticide,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,Dangerous driving leading to death,Number,2
Recorded crime incidents,2011Q1,30 Eastern Region,Sexual offences,Number,132
Recorded crime incidents,2011Q1,30 Eastern Region,Rape and sexual assault,Number,125
Recorded crime incidents,2011Q1,30 Eastern Region,Other sexual offences,Number,7
Recorded crime incidents,2011Q1,30 Eastern Region,"Attempts/threats to murder, assaults, harassments and related offences",Number,1082
Recorded crime incidents,2011Q1,30 Eastern Region,Murder-attempt,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,Threat to kill or cause serious harm,Number,12
Recorded crime incidents,2011Q1,30 Eastern Region,Harassment and related offences,Number,163
Recorded crime incidents,2011Q1,30 Eastern Region,"Assault causing harm, poisoning",Number,207
Recorded crime incidents,2011Q1,30 Eastern Region,Other assault,Number,700
Recorded crime incidents,2011Q1,30 Eastern Region,Dangerous or negligent acts,Number,585
Recorded crime incidents,2011Q1,30 Eastern Region,Dangerous driving causing serious bodily harm,Number,1
Recorded crime incidents,2011Q1,30 Eastern Region,Driving/in charge of a vehicle while over legal alcohol limit,Number,532
Recorded crime incidents,2011Q1,30 Eastern Region,Driving/in charge of a vehicle under the influence of drugs,Number,17
Recorded crime incidents,2011Q1,30 Eastern Region,Endangerment with potential for serious harm/death,Number,2
Recorded crime incidents,2011Q1,30 Eastern Region,"Abandoning a child, child neglect and cruelty",Number,23
Recorded crime incidents,2011Q1,30 Eastern Region,Unseaworthy/dangerous use of boat or ship,Number,1
Recorded crime incidents,2011Q1,30 Eastern Region,False alarm/interference with aircraft or air transport facilities,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,Endangering traffic offences,Number,9
Recorded crime incidents,2011Q1,30 Eastern Region,Kidnapping and related offences,Number,4
Recorded crime incidents,2011Q1,30 Eastern Region,False imprisonment,Number,2
Recorded crime incidents,2011Q1,30 Eastern Region,Abduction of person under 16 years of age,Number,1
Recorded crime incidents,2011Q1,30 Eastern Region,Human trafficking offences,Number,1
Recorded crime incidents,2011Q1,30 Eastern Region,"Robbery, extortion and hijacking offences",Number,128
Recorded crime incidents,2011Q1,30 Eastern Region,Robbery of an establishment or institution,Number,63
Recorded crime incidents,2011Q1,30 Eastern Region,Robbery of cash or goods in transit,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,Robbery from the person,Number,58
Recorded crime incidents,2011Q1,30 Eastern Region,Blackmail or extortion,Number,2
Recorded crime incidents,2011Q1,30 Eastern Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,5
Recorded crime incidents,2011Q1,30 Eastern Region,Burglary and related offences,Number,1887
Recorded crime incidents,2011Q1,30 Eastern Region,Aggravated burglary,Number,27
Recorded crime incidents,2011Q1,30 Eastern Region,Burglary (not aggravated),Number,1839
Recorded crime incidents,2011Q1,30 Eastern Region,"Possession of an article (with intent to burgle, steal, demand)",Number,21
Recorded crime incidents,2011Q1,30 Eastern Region,Theft and related offences,Number,4242
Recorded crime incidents,2011Q1,30 Eastern Region,Theft/taking of vehicle and related offences,Number,637
Recorded crime incidents,2011Q1,30 Eastern Region,Theft from person,Number,75
Recorded crime incidents,2011Q1,30 Eastern Region,Theft from shop,Number,924
Recorded crime incidents,2011Q1,30 Eastern Region,"Other thefts, handling stolen property",Number,2606
Recorded crime incidents,2011Q1,30 Eastern Region,"Fraud, deception and related offences",Number,305
Recorded crime incidents,2011Q1,30 Eastern Region,Controlled drug offences,Number,830
Recorded crime incidents,2011Q1,30 Eastern Region,Importation of drugs,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,Cultivation or manufacture of drugs,Number,30
Recorded crime incidents,2011Q1,30 Eastern Region,Possession of drugs for sale or supply,Number,188
Recorded crime incidents,2011Q1,30 Eastern Region,Possession of drugs for personal use,Number,588
Recorded crime incidents,2011Q1,30 Eastern Region,Other drug offences,Number,24
Recorded crime incidents,2011Q1,30 Eastern Region,Weapons and Explosives Offences,Number,152
Recorded crime incidents,2011Q1,30 Eastern Region,"Explosives, chemical weapons offences",Number,4
Recorded crime incidents,2011Q1,30 Eastern Region,Discharging a firearm,Number,8
Recorded crime incidents,2011Q1,30 Eastern Region,Possession of a firearm,Number,17
Recorded crime incidents,2011Q1,30 Eastern Region,Offensive weapons offences (n.e.c.),Number,119
Recorded crime incidents,2011Q1,30 Eastern Region,Fireworks offences,Number,4
Recorded crime incidents,2011Q1,30 Eastern Region,Damage to property and to the environment,Number,2125
Recorded crime incidents,2011Q1,30 Eastern Region,Arson,Number,153
Recorded crime incidents,2011Q1,30 Eastern Region,Criminal damage (not arson),Number,1958
Recorded crime incidents,2011Q1,30 Eastern Region,Litter offences,Number,14
Recorded crime incidents,2011Q1,30 Eastern Region,Public order and other social code offences,Number,2517
Recorded crime incidents,2011Q1,30 Eastern Region,Disorderly conduct,Number,2110
Recorded crime incidents,2011Q1,30 Eastern Region,Trespass offences,Number,221
Recorded crime incidents,2011Q1,30 Eastern Region,Liquor licensing offences,Number,158
Recorded crime incidents,2011Q1,30 Eastern Region,Prostitution offences,Number,2
Recorded crime incidents,2011Q1,30 Eastern Region,"Regulated betting/money, collection/trading offences",Number,17
Recorded crime incidents,2011Q1,30 Eastern Region,Social code offences (n.e.c.),Number,9
Recorded crime incidents,2011Q1,30 Eastern Region,"Offences against government, justice procedures and organisation of crime",Number,464
Recorded crime incidents,2011Q1,30 Eastern Region,Offences against government and its agents,Number,28
Recorded crime incidents,2011Q1,30 Eastern Region,Organisation of crime and conspiracy to commit crime,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,Perverting the course of justice,Number,0
Recorded crime incidents,2011Q1,30 Eastern Region,"Offences while in custody, breach of court orders",Number,436
Recorded crime incidents,2011Q1,40 Southern Region,Homicide offences,Number,10
Recorded crime incidents,2011Q1,40 Southern Region,Murder,Number,7
Recorded crime incidents,2011Q1,40 Southern Region,Manslaughter,Number,1
Recorded crime incidents,2011Q1,40 Southern Region,Infanticide,Number,0
Recorded crime incidents,2011Q1,40 Southern Region,Dangerous driving leading to death,Number,2
Recorded crime incidents,2011Q1,40 Southern Region,Sexual offences,Number,156
Recorded crime incidents,2011Q1,40 Southern Region,Rape and sexual assault,Number,147
Recorded crime incidents,2011Q1,40 Southern Region,Other sexual offences,Number,9
Recorded crime incidents,2011Q1,40 Southern Region,"Attempts/threats to murder, assaults, harassments and related offences",Number,940
Recorded crime incidents,2011Q1,40 Southern Region,Murder-attempt,Number,0
Recorded crime incidents,2011Q1,40 Southern Region,Threat to kill or cause serious harm,Number,28
Recorded crime incidents,2011Q1,40 Southern Region,Harassment and related offences,Number,100
Recorded crime incidents,2011Q1,40 Southern Region,"Assault causing harm, poisoning",Number,196
Recorded crime incidents,2011Q1,40 Southern Region,Other assault,Number,616
Recorded crime incidents,2011Q1,40 Southern Region,Dangerous or negligent acts,Number,685
Recorded crime incidents,2011Q1,40 Southern Region,Dangerous driving causing serious bodily harm,Number,1
Recorded crime incidents,2011Q1,40 Southern Region,Driving/in charge of a vehicle while over legal alcohol limit,Number,605
Recorded crime incidents,2011Q1,40 Southern Region,Driving/in charge of a vehicle under the influence of drugs,Number,42
Recorded crime incidents,2011Q1,40 Southern Region,Endangerment with potential for serious harm/death,Number,4
Recorded crime incidents,2011Q1,40 Southern Region,"Abandoning a child, child neglect and cruelty",Number,21
Recorded crime incidents,2011Q1,40 Southern Region,Unseaworthy/dangerous use of boat or ship,Number,0
Recorded crime incidents,2011Q1,40 Southern Region,False alarm/interference with aircraft or air transport facilities,Number,0
Recorded crime incidents,2011Q1,40 Southern Region,Endangering traffic offences,Number,12
Recorded crime incidents,2011Q1,40 Southern Region,Kidnapping and related offences,Number,9
Recorded crime incidents,2011Q1,40 Southern Region,False imprisonment,Number,6
Recorded crime incidents,2011Q1,40 Southern Region,Abduction of person under 16 years of age,Number,1
Recorded crime incidents,2011Q1,40 Southern Region,Human trafficking offences,Number,2
Recorded crime incidents,2011Q1,40 Southern Region,"Robbery, extortion and hijacking offences",Number,89
